GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,from_5_to_17_years,from_5_to_17_years_speak_only_english,from_5_to_17_years_speak_spanish,from_5_to_17_years_speak_spanish_very_well,from_5_to_17_years_speak_spanish_well,from_5_to_17_years_speak_spanish_not_well,from_5_to_17_years_speak_spanish_not_at_all,from_5_to_17_years_speak_indo_european,from_5_to_17_years_speak_indo_european_very_well,from_5_to_17_years_speak_indo_european_well,from_5_to_17_years_speak_indo_european_not_well,from_5_to_17_years_speak_indo_european_not_at_all,from_5_to_17_years_speak_asian_and_pacific_island,from_5_to_17_years_speak_asian_and_pacific_island_very_well,from_5_to_17_years_speak_asian_and_pacific_island_well,from_5_to_17_years_speak_asian_and_pacific_island_not_well,from_5_to_17_years_speak_asian_and_pacific_island_not_at_all,from_5_to_17_years_speak_other,from_5_to_17_years_speak_other_very_well,from_5_to_17_years_speak_other_well,from_5_to_17_years_speak_other_not_well,from_5_to_17_years_speak_other_not_at_all,from_18_to_64_years,from_18_to_64_years_speak_only_english,from_18_to_64_years_speak_spanish,from_18_to_64_years_speak_spanish_very_well,from_18_to_64_years_speak_spanish_well,from_18_to_64_years_speak_spanish_not_well,from_18_to_64_years_speak_spanish_not_at_all,from_18_to_64_years_speak_indo_european,from_18_to_64_years_speak_indo_european_very_well,from_18_to_64_years_speak_indo_european_well,from_18_to_64_years_speak_indo_european_not_well,from_18_to_64_years_speak_indo_european_not_at_all,from_18_to_64_years_speak_asian_and_pacific_island,from_18_to_64_years_speak_asian_and_pacific_island_very_well,from_18_to_64_years_speak_asian_and_pacific_island_well,from_18_to_64_years_speak_asian_and_pacific_island_not_well,from_18_to_64_years_speak_asian_and_pacific_island_not_at_all,from_18_to_64_years_speak_other,from_18_to_64_years_speak_other_very_well,from_18_to_64_years_speak_other_well,from_18_to_64_years_speak_other_not_well,from_18_to_64_years_speak_other_not_at_all,from_64_to_over,from_64_to_over_speak_only_english,from_64_to_over_speak_spanish,from_64_to_over_speak_spanish_very_well,from_64_to_over_speak_spanish_well,from_64_to_over_speak_spanish_not_well,from_64_to_over_speak_spanish_not_at_all,from_64_to_over_speak_indo_european,from_64_to_over_speak_indo_european_very_well,from_64_to_over_speak_indo_european_well,from_64_to_over_speak_indo_european_not_well,from_64_to_over_speak_indo_european_not_at_all,from_64_to_over_speak_asian_and_pacific_island,from_64_to_over_speak_asian_and_pacific_island_very_well,from_64_to_over_speak_asian_and_pacific_island_well,from_64_to_over_speak_asian_and_pacific_island_not_well,from_64_to_over_speak_asian_and_pacific_island_not_at_all,from_64_to_over_speak_other,from_64_to_over_speak_other_very_well,from_64_to_over_speak_other_well,from_64_to_over_speak_other_not_well,from_64_to_over_speak_other_not_at_all
G41005909505001,41,59,950500,1,188,180,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,550,54,20,34,0,0,3,3,0,0,0,11,0,0,5,6,0,0,0,0,0,224,219,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909505002,41,59,950500,2,147,90,42,42,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1004,969,35,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909505003,41,59,950500,3,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,555,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0
G41005909505004,41,59,950500,4,284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,270,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909506001,41,59,950600,1,150,125,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,379,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909506002,41,59,950600,2,216,167,14,0,14,0,0,0,0,0,0,0,35,18,0,17,0,0,0,0,0,0,556,523,0,0,0,0,0,2,2,0,0,0,31,0,0,14,17,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909506003,41,59,950600,3,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,630,0,0,0,0,0,17,0,17,0,0,15,15,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909506004,41,59,950600,4,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,679,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,125,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909506005,41,59,950600,5,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,792,18,18,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909506006,41,59,950600,6,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,372,62,62,0,0,0,0,0,0,0,0,18,8,10,0,0,0,0,0,0,0,394,372,0,0,0,0,0,14,14,0,0,0,8,0,0,0,8,0,0,0,0,0
G41005909507001,41,59,950700,1,270,249,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,581,54,38,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909507002,41,59,950700,2,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,460,77,39,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,60,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909507003,41,59,950700,3,94,80,3,2,1,0,0,0,0,0,0,0,2,2,0,0,0,9,9,0,0,0,367,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909508001,41,59,950800,1,287,272,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757,2309,346,293,5,38,10,54,54,0,0,0,23,23,0,0,0,25,25,0,0,0,173,167,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909508002,41,59,950800,2,335,112,223,182,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,372,457,245,82,130,0,0,0,0,0,0,22,0,9,13,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909508003,41,59,950800,3,216,36,180,158,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,481,214,40,25,114,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,87,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909508004,41,59,950800,4,247,81,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,938,294,175,0,73,46,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,246,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909509001,41,59,950900,1,202,63,139,117,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,303,650,240,0,241,169,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909509002,41,59,950900,2,124,87,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,445,210,149,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,118,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909509003,41,59,950900,3,442,318,124,114,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,622,240,122,44,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909510001,41,59,951000,1,271,261,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,484,80,60,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,112,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909510002,41,59,951000,2,588,306,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,977,450,168,147,103,32,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909510003,41,59,951000,3,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,416,81,23,20,23,15,0,0,0,0,0,23,7,16,0,0,0,0,0,0,0,129,122,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0
G41005909510004,41,59,951000,4,146,136,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,337,29,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909510005,41,59,951000,5,142,88,54,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,338,106,38,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,128,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909511001,41,59,951100,1,62,47,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909511002,41,59,951100,2,368,340,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,690,182,100,26,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909511003,41,59,951100,3,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,437,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,124,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909511004,41,59,951100,4,198,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,484,164,79,24,61,0,27,12,15,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909511005,41,59,951100,5,321,245,76,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,633,379,51,73,119,136,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,191,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909512001,41,59,951200,1,1115,588,527,344,158,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,889,1072,537,177,203,155,9,9,0,0,0,71,44,27,0,0,0,0,0,0,0,183,63,120,18,45,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909512002,41,59,951200,2,329,145,184,118,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,536,491,230,73,162,26,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,97,54,43,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909512003,41,59,951200,3,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,322,24,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909512004,41,59,951200,4,212,174,38,20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,502,11,0,0,0,11,0,0,0,0,0,30,10,0,20,0,0,0,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909512005,41,59,951200,5,378,249,122,104,9,9,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,816,645,141,55,45,31,10,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909512006,41,59,951200,6,165,133,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,471,108,62,0,0,46,0,0,0,0,0,34,34,0,0,0,14,14,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909513001,41,59,951300,1,246,189,57,42,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,391,84,61,6,10,7,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909513002,41,59,951300,2,264,110,151,128,23,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,669,474,192,95,19,40,38,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,111,94,15,0,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909513003,41,59,951300,3,160,117,43,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,476,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,128,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909513004,41,59,951300,4,92,71,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,561,110,66,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909514001,41,59,951400,1,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,854,8,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41005909514002,41,59,951400,2,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,428,14,9,0,4,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109701001,41,61,970100,1,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,342,7,0,0,7,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109701002,41,61,970100,2,176,158,9,9,0,0,0,0,0,0,0,0,7,0,7,0,0,2,2,0,0,0,674,623,14,0,5,9,0,0,0,0,0,0,37,0,10,10,17,0,0,0,0,0,124,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
G41006109701003,41,61,970100,3,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,300,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109701004,41,61,970100,4,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,374,2,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,157,154,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109702001,41,61,970200,1,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,423,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109702002,41,61,970200,2,197,191,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,774,751,13,13,0,0,0,3,3,0,0,0,7,7,0,0,0,0,0,0,0,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109702003,41,61,970200,3,165,148,17,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,480,44,15,3,20,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,220,218,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109703001,41,61,970300,1,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,356,22,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,104,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
G41006109703002,41,61,970300,2,303,289,10,10,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,986,833,138,36,3,46,53,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109704001,41,61,970400,1,174,144,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,550,522,0,0,0,0,0,28,19,9,0,0,0,0,0,0,0,0,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109704002,41,61,970400,2,264,138,115,39,76,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,683,572,110,0,35,42,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204,192,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109704003,41,61,970400,3,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,124,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109705001,41,61,970500,1,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,719,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109705002,41,61,970500,2,321,316,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,864,857,5,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109705003,41,61,970500,3,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,555,11,11,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,150,144,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0
G41006109706001,41,61,970600,1,165,152,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,735,2,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,230,214,9,0,9,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109706002,41,61,970600,2,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,684,6,6,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109706003,41,61,970600,3,101,59,26,0,0,26,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,594,549,37,0,0,14,23,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109706004,41,61,970600,4,232,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,487,14,0,14,0,0,14,14,0,0,0,13,13,0,0,0,0,0,0,0,0,187,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109707001,41,61,970700,1,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,439,5,5,0,0,0,10,0,0,10,0,14,14,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109707002,41,61,970700,2,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,672,34,34,0,0,0,4,4,0,0,0,14,9,5,0,0,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109707003,41,61,970700,3,197,150,12,12,0,0,0,0,0,0,0,0,35,27,8,0,0,0,0,0,0,0,869,784,16,16,0,0,0,0,0,0,0,0,69,60,9,0,0,0,0,0,0,0,376,370,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109708001,41,61,970800,1,127,119,3,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,711,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109708002,41,61,970800,2,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,256,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109708003,41,61,970800,3,137,115,10,10,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,726,698,19,19,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,245,236,4,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006109708004,41,61,970800,4,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,477,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,257,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G41006309601001,41,63,960100,1,237,198,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,984,24,17,7,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,410,400,3,3,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006309602001,41,63,960200,1,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,895,9,8,0,0,1,21,21,0,0,0,2,0,2,0,0,0,0,0,0,0,238,235,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006309602002,41,63,960200,2,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,224,0,0,0,0,0,15,15,0,0,0,1,1,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006309603001,41,63,960300,1,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006309603002,41,63,960300,2,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,396,4,4,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006309603003,41,63,960300,3,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,820,0,0,0,0,0,8,8,0,0,0,13,7,6,0,0,0,0,0,0,0,337,334,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006309603004,41,63,960300,4,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509701001,41,65,970100,1,578,492,86,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,1183,260,117,55,33,55,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,575,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509701002,41,65,970100,2,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,375,89,6,0,31,52,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,238,219,10,10,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509701003,41,65,970100,3,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,308,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,135,110,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0
G41006509702001,41,65,970200,1,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,281,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509702002,41,65,970200,2,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768,745,23,12,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509702003,41,65,970200,3,184,110,74,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,593,94,29,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509703001,41,65,970300,1,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,585,108,31,0,12,65,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509703002,41,65,970300,2,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509703003,41,65,970300,3,437,231,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,494,236,94,53,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,59,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G41006509704001,41,65,970400,1,40,29,9,6,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,690,613,53,10,19,0,24,1,1,0,0,0,18,0,5,0,13,5,5,0,0,0,128,123,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
