GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,not_hispanic_or_latino_white_alone,not_hispanic_or_latino_black_or_african_american_alone,not_hispanic_or_latino_american_indian_and_alaska_native_alone,not_hispanic_or_latino_asian_alone,not_hispanic_or_latino_native_hawaiian_and_other_pacific,not_hispanic_or_latino_some_other_race_alone,not_hispanic_or_latino_two_or_more_races,hispanic__or__latino
G41003303611004,41,33,361100,4,2168,0,0,10,0,0,41,88
G41003303612001,41,33,361200,1,1675,35,46,10,0,0,54,117
G41003303612002,41,33,361200,2,1298,0,0,0,0,6,6,110
G41003303612003,41,33,361200,3,1716,0,304,35,0,0,0,112
G41003303612004,41,33,361200,4,1380,0,0,0,0,0,38,65
G41003303613001,41,33,361300,1,1947,0,50,8,0,0,53,9
G41003303613002,41,33,361300,2,1900,0,0,0,0,0,13,65
G41003303613003,41,33,361300,3,1205,0,0,0,0,0,15,5
G41003303613004,41,33,361300,4,1702,3,21,13,0,0,89,33
G41003303614001,41,33,361400,1,1053,0,36,16,0,0,30,31
G41003303614002,41,33,361400,2,1438,13,21,0,0,0,45,9
G41003303615001,41,33,361500,1,1876,11,8,24,34,0,101,121
G41003303616001,41,33,361600,1,833,72,30,0,5,0,1,19
G41003303616002,41,33,361600,2,1245,20,13,22,0,0,10,230
G41003303616003,41,33,361600,3,1227,0,28,0,0,0,16,90
G41003303616004,41,33,361600,4,1347,0,0,0,0,0,22,138
G41003303616005,41,33,361600,5,558,0,15,0,0,0,0,0
G41003303616006,41,33,361600,6,1041,0,0,0,0,0,23,19
G41003303616007,41,33,361600,7,483,0,0,0,0,0,0,0
G41003509701001,41,35,970100,1,638,0,34,15,0,0,0,7
G41003509701002,41,35,970100,2,1579,7,16,0,22,0,14,22
G41003509701003,41,35,970100,3,733,0,0,0,0,0,72,54
G41003509702001,41,35,970200,1,644,0,0,0,0,0,0,23
G41003509702002,41,35,970200,2,730,46,38,0,0,0,0,0
G41003509702003,41,35,970200,3,1171,9,189,27,7,2,119,110
G41003509702004,41,35,970200,4,665,0,285,0,6,0,33,0
G41003509703001,41,35,970300,1,806,0,56,0,0,0,7,109
G41003509703002,41,35,970300,2,664,0,14,0,0,0,0,0
G41003509703003,41,35,970300,3,900,0,19,26,0,0,5,7
G41003509703004,41,35,970300,4,475,13,10,0,0,0,72,0
G41003509704001,41,35,970400,1,1299,3,26,3,0,0,28,114
G41003509705001,41,35,970500,1,946,0,12,0,0,6,2,13
G41003509705002,41,35,970500,2,403,0,38,0,13,11,0,22
G41003509706001,41,35,970600,1,845,0,0,0,0,0,9,363
G41003509707001,41,35,970700,1,578,3,11,0,0,0,0,41
G41003509707002,41,35,970700,2,881,0,9,27,0,0,13,572
G41003509708001,41,35,970800,1,1678,16,8,7,0,0,18,118
G41003509708002,41,35,970800,2,649,0,12,0,0,0,0,30
G41003509709001,41,35,970900,1,1911,0,24,50,0,9,30,37
G41003509709002,41,35,970900,2,838,28,80,0,0,0,6,110
G41003509709003,41,35,970900,3,620,12,137,2,0,0,13,11
G41003509710001,41,35,971000,1,749,0,0,19,0,0,11,0
G41003509710002,41,35,971000,2,1663,0,31,4,5,0,31,44
G41003509711001,41,35,971100,1,413,18,31,0,0,0,46,33
G41003509711002,41,35,971100,2,2620,0,22,99,0,0,0,158
G41003509711003,41,35,971100,3,794,0,241,18,0,0,53,93
G41003509711004,41,35,971100,4,345,0,39,13,0,0,0,47
G41003509712001,41,35,971200,1,810,0,24,8,10,0,63,50
G41003509712002,41,35,971200,2,816,0,0,0,0,0,31,92
G41003509712003,41,35,971200,3,342,0,25,5,7,0,48,28
G41003509713001,41,35,971300,1,468,0,0,0,0,0,0,0
G41003509713002,41,35,971300,2,543,0,0,0,0,0,17,99
G41003509713003,41,35,971300,3,953,0,0,0,0,0,88,55
G41003509713004,41,35,971300,4,398,99,0,0,0,0,60,163
G41003509713005,41,35,971300,5,1568,0,0,11,0,0,114,212
G41003509713006,41,35,971300,6,909,0,47,0,0,0,36,12
G41003509714001,41,35,971400,1,538,0,0,0,0,0,0,13
G41003509714002,41,35,971400,2,1389,0,36,91,15,0,17,17
G41003509714003,41,35,971400,3,766,0,0,0,0,0,0,52
G41003509714004,41,35,971400,4,892,17,0,0,8,0,50,69
G41003509714005,41,35,971400,5,900,33,0,0,0,0,0,19
G41003509715001,41,35,971500,1,356,0,103,0,0,0,32,39
G41003509715002,41,35,971500,2,658,0,24,0,0,0,49,153
G41003509715003,41,35,971500,3,639,0,0,0,0,0,133,61
G41003509715004,41,35,971500,4,531,10,0,0,0,0,0,8
G41003509715005,41,35,971500,5,996,12,30,2,0,0,134,83
G41003509716001,41,35,971600,1,378,0,4,25,0,45,33,166
G41003509716002,41,35,971600,2,488,14,14,25,0,0,42,177
G41003509716003,41,35,971600,3,515,7,27,0,0,0,93,174
G41003509716004,41,35,971600,4,405,20,58,0,0,0,0,269
G41003509717001,41,35,971700,1,745,0,24,0,0,0,0,45
G41003509717002,41,35,971700,2,675,6,13,73,0,0,34,101
G41003509717003,41,35,971700,3,468,0,34,37,0,0,51,7
G41003509717004,41,35,971700,4,254,0,30,0,0,0,47,53
G41003509718001,41,35,971800,1,659,0,216,0,0,0,0,39
G41003509718002,41,35,971800,2,557,0,0,0,0,0,14,21
G41003509718003,41,35,971800,3,511,27,106,11,0,0,19,3
G41003509719001,41,35,971900,1,464,0,49,0,3,0,67,175
G41003509719002,41,35,971900,2,856,0,0,13,0,0,28,10
G41003509719003,41,35,971900,3,491,43,0,0,0,6,0,0
G41003509719004,41,35,971900,4,484,0,0,0,0,0,17,56
G41003509719005,41,35,971900,5,429,0,8,0,0,0,53,33
G41003509720001,41,35,972000,1,636,10,17,0,0,28,7,0
G41003509720002,41,35,972000,2,1033,0,42,0,9,0,0,58
G41003509720003,41,35,972000,3,1718,0,17,22,0,0,119,23
G41003509720004,41,35,972000,4,803,0,0,0,0,0,11,67
G41003709601001,41,37,960100,1,1478,6,5,0,0,0,124,44
G41003709601002,41,37,960100,2,752,17,26,4,0,0,4,44
G41003709602001,41,37,960200,1,843,15,57,0,7,10,75,13
G41003709602002,41,37,960200,2,433,0,7,15,0,0,12,16
G41003709602003,41,37,960200,3,733,0,0,0,0,0,25,33
G41003709602004,41,37,960200,4,583,0,0,10,0,0,5,50
G41003709602005,41,37,960200,5,745,0,0,12,7,0,16,10
G41003709602006,41,37,960200,6,799,0,14,0,0,0,9,0
G41003709602007,41,37,960200,7,436,0,0,0,0,0,4,44
G41003900001001,41,39,100,1,943,0,0,0,0,0,28,19
G41003900001002,41,39,100,2,893,0,0,0,0,0,6,26
G41003900001003,41,39,100,3,1112,0,0,58,0,0,10,15
G41003900001004,41,39,100,4,738,0,4,4,3,0,36,66
G41003900001005,41,39,100,5,604,0,34,0,0,0,45,0
G41003900002001,41,39,200,1,1614,1,20,20,0,0,9,8
G41003900002002,41,39,200,2,992,0,25,6,24,0,62,15
G41003900002003,41,39,200,3,744,0,8,44,0,0,31,53
G41003900002004,41,39,200,4,1409,0,0,0,37,0,6,0
G41003900003001,41,39,300,1,810,0,53,20,0,0,13,20
G41003900003002,41,39,300,2,1089,26,14,25,0,0,98,58
G41003900004021,41,39,402,1,1081,5,11,0,0,55,74,52
G41003900004022,41,39,402,2,615,0,0,0,0,0,22,48
G41003900004023,41,39,402,3,1419,0,26,0,0,0,11,63
G41003900004031,41,39,403,1,598,0,0,0,0,0,0,0
G41003900004032,41,39,403,2,1505,0,40,0,0,0,54,97
G41003900004033,41,39,403,3,1449,5,8,0,0,0,40,103
G41003900004034,41,39,403,4,1094,0,0,0,0,0,4,62
G41003900004041,41,39,404,1,623,0,6,12,0,0,38,45
G41003900004042,41,39,404,2,809,8,0,15,0,0,8,0
G41003900004043,41,39,404,3,1527,8,0,56,0,0,7,64
G41003900005001,41,39,500,1,600,0,16,0,0,0,14,18
G41003900005002,41,39,500,2,397,0,20,0,0,0,0,19
G41003900005003,41,39,500,3,755,3,2,3,12,15,42,4
G41003900007021,41,39,702,1,1266,4,94,0,0,0,55,43
G41003900007022,41,39,702,2,1129,14,23,6,0,0,53,9
G41003900007051,41,39,705,1,878,0,0,13,0,0,62,34
G41003900007052,41,39,705,2,1556,0,9,0,0,0,0,60
G41003900007053,41,39,705,3,918,1,0,0,0,0,15,2
G41003900007061,41,39,706,1,1165,0,0,0,0,0,65,14
G41003900007062,41,39,706,2,1374,12,0,11,0,0,0,31
G41003900007071,41,39,707,1,1498,8,0,7,0,27,11,0
G41003900007072,41,39,707,2,797,0,0,0,0,0,0,0
G41003900007073,41,39,707,3,1407,29,16,39,0,0,84,0
G41003900007081,41,39,708,1,1004,0,14,0,3,0,15,30
G41003900007082,41,39,708,2,1047,0,25,0,0,0,17,0
G41003900008001,41,39,800,1,641,7,0,0,0,0,45,4
G41003900008002,41,39,800,2,680,0,0,10,13,0,8,12
G41003900009021,41,39,902,1,705,0,11,36,0,20,64,0
G41003900009022,41,39,902,2,847,0,7,0,0,0,91,0
G41003900009023,41,39,902,3,1305,0,58,24,0,9,0,22
G41003900009024,41,39,902,4,1119,0,0,0,0,0,0,45
G41003900009031,41,39,903,1,666,2,84,6,0,10,0,0
G41003900009032,41,39,903,2,1703,8,20,25,11,10,42,51
G41003900009033,41,39,903,3,1227,1,0,0,0,0,36,149
G41003900009034,41,39,903,4,931,0,8,39,0,0,6,109
G41003900009041,41,39,904,1,859,0,0,3,0,0,9,0
G41003900009042,41,39,904,2,1521,8,0,85,6,0,66,55
G41003900010011,41,39,1001,1,1018,8,0,12,0,0,83,46
G41003900010012,41,39,1001,2,887,0,65,6,0,0,11,7
G41003900010021,41,39,1002,1,1734,8,0,23,0,0,238,75
G41003900010022,41,39,1002,2,909,6,0,21,0,0,46,82
G41003900010023,41,39,1002,3,961,0,9,0,0,0,50,88
G41003900011011,41,39,1101,1,1420,0,0,10,0,0,35,12
G41003900011012,41,39,1101,2,949,0,64,0,0,0,56,0
G41003900011013,41,39,1101,3,2626,0,63,50,0,0,142,183
G41003900011021,41,39,1102,1,649,8,11,8,0,0,0,0
G41003900011022,41,39,1102,2,1544,27,32,0,0,0,0,72
G41003900011023,41,39,1102,3,1000,0,17,0,0,0,48,10
G41003900012011,41,39,1201,1,1609,0,0,0,0,0,19,278
G41003900012012,41,39,1201,2,686,0,0,19,0,0,87,12
G41003900012013,41,39,1201,3,717,4,5,0,4,0,96,165
G41003900012021,41,39,1202,1,1561,0,22,0,0,0,15,83
G41003900012022,41,39,1202,2,1217,0,0,0,0,0,126,53
G41003900012023,41,39,1202,3,652,4,0,0,0,0,5,0
G41003900013011,41,39,1301,1,831,15,12,0,0,0,0,20
G41003900013012,41,39,1301,2,1432,0,0,0,9,0,235,1
G41003900013013,41,39,1301,3,659,0,0,0,8,0,8,0
G41003900013021,41,39,1302,1,1417,11,0,0,0,0,16,90
G41003900013022,41,39,1302,2,1444,0,19,35,0,0,40,148
G41003900013023,41,39,1302,3,1594,0,11,8,0,0,50,46
G41003900014001,41,39,1400,1,1281,0,5,0,49,0,63,13
G41003900014002,41,39,1400,2,627,0,35,0,0,0,68,38
G41003900015001,41,39,1500,1,1018,0,13,0,0,0,52,0
G41003900015002,41,39,1500,2,1022,0,36,0,0,0,0,0
G41003900015003,41,39,1500,3,674,0,13,0,0,0,6,0
G41003900015004,41,39,1500,4,1539,0,0,0,0,0,0,0
G41003900016001,41,39,1600,1,475,0,0,0,0,0,45,0
G41003900016002,41,39,1600,2,927,0,23,5,0,0,12,3
G41003900016003,41,39,1600,3,992,0,0,5,16,0,30,47
G41003900016004,41,39,1600,4,1264,0,0,0,0,0,0,0
G41003900016005,41,39,1600,5,1025,0,20,0,0,0,78,0
G41003900017001,41,39,1700,1,1782,0,22,14,0,42,69,0
G41003900017002,41,39,1700,2,396,0,0,20,0,0,24,0
G41003900017003,41,39,1700,3,1139,0,0,0,0,0,0,34
G41003900017004,41,39,1700,4,1805,0,0,0,0,0,28,53
G41003900018011,41,39,1801,1,1811,11,0,0,0,0,41,317
G41003900018012,41,39,1801,2,1661,38,0,15,0,0,52,91
G41003900018013,41,39,1801,3,1297,0,0,11,0,0,35,87
G41003900018031,41,39,1803,1,1325,0,7,0,0,0,68,39
G41003900018032,41,39,1803,2,1384,0,0,120,0,0,57,40
G41003900018033,41,39,1803,3,1111,18,0,0,0,0,16,28
G41003900018041,41,39,1804,1,841,0,0,0,0,0,34,28
G41003900018042,41,39,1804,2,2637,0,6,19,0,0,108,45
G41003900019021,41,39,1902,1,1384,57,12,0,0,0,62,81
G41003900019022,41,39,1902,2,867,0,0,0,0,0,0,58
G41003900019023,41,39,1902,3,2473,0,6,0,0,0,41,335
G41003900019024,41,39,1902,4,1103,66,0,0,62,0,62,128
G41003900019031,41,39,1903,1,1786,0,0,0,0,0,32,82
G41003900019032,41,39,1903,2,522,0,22,11,0,0,41,89
G41003900019041,41,39,1904,1,1157,0,28,24,0,0,0,89
G41003900019042,41,39,1904,2,1932,24,0,58,15,0,41,227
G41003900019043,41,39,1904,3,716,0,0,0,0,0,7,88
G41003900020011,41,39,2001,1,1446,0,10,13,0,0,63,250
G41003900020012,41,39,2001,2,1425,0,0,49,0,0,0,390
G41003900020021,41,39,2002,1,2157,0,81,103,44,0,171,132
G41003900020022,41,39,2002,2,1805,0,26,37,0,15,41,58
G41003900021011,41,39,2101,1,867,0,33,0,0,0,5,70
G41003900021012,41,39,2101,2,1517,19,5,0,0,0,32,39
G41003900021021,41,39,2102,1,1567,0,14,110,0,0,73,356
G41003900021022,41,39,2102,2,1653,0,136,32,0,0,5,14
G41003900021023,41,39,2102,3,1994,0,90,20,0,0,192,266
G41003900022011,41,39,2201,1,1350,0,19,85,0,0,69,24
G41003900022012,41,39,2201,2,1756,0,25,6,14,0,66,85
G41003900022021,41,39,2202,1,2259,0,0,76,0,0,121,0
G41003900022022,41,39,2202,2,850,0,0,18,0,0,56,0
G41003900022023,41,39,2202,3,1999,0,94,177,0,8,21,99
G41003900023011,41,39,2301,1,2353,33,124,0,0,0,51,97
G41003900023012,41,39,2301,2,918,16,36,0,0,0,0,0
G41003900023021,41,39,2302,1,1739,0,25,28,3,0,0,164
G41003900023022,41,39,2302,2,1247,45,0,19,0,40,41,14
G41003900023023,41,39,2302,3,809,19,10,0,0,0,51,133
G41003900024011,41,39,2401,1,652,0,0,50,0,0,14,12
G41003900024012,41,39,2401,2,1285,0,0,41,26,0,54,25
G41003900024013,41,39,2401,3,1583,58,0,135,48,9,24,45
G41003900024031,41,39,2403,1,2025,125,0,119,0,0,15,15
G41003900024032,41,39,2403,2,835,0,7,0,0,0,7,15
G41003900024033,41,39,2403,3,998,11,56,0,0,0,7,39
G41003900024041,41,39,2404,1,1752,7,30,10,51,3,28,156
G41003900024042,41,39,2404,2,1848,28,62,39,0,0,162,236
G41003900025011,41,39,2501,1,1110,0,14,0,0,0,8,101
G41003900025012,41,39,2501,2,1383,56,13,12,0,0,90,324
G41003900025013,41,39,2501,3,1537,9,0,32,0,0,58,170
G41003900025031,41,39,2503,1,3337,109,0,199,0,9,90,194
G41003900025032,41,39,2503,2,1309,0,0,0,0,0,20,114
G41003900025033,41,39,2503,3,1057,30,0,0,102,0,52,374
G41003900025034,41,39,2503,4,466,0,0,0,0,0,0,0
G41003900025041,41,39,2504,1,407,0,0,0,13,0,62,29
G41003900025042,41,39,2504,2,1851,0,0,0,0,0,77,81
G41003900026001,41,39,2600,1,2305,0,11,25,0,16,186,86
G41003900026002,41,39,2600,2,845,0,0,21,7,0,23,91
G41003900026003,41,39,2600,3,1720,0,0,0,0,0,89,341
G41003900027001,41,39,2700,1,1940,0,15,32,0,0,41,57
G41003900027002,41,39,2700,2,1077,76,8,8,0,0,157,110
G41003900028001,41,39,2800,1,963,0,0,16,0,0,22,30
G41003900028002,41,39,2800,2,1288,7,20,28,0,0,2,31
G41003900028003,41,39,2800,3,1144,0,7,12,0,0,99,177
G41003900029021,41,39,2902,1,1851,21,5,47,86,0,122,64
G41003900029022,41,39,2902,2,1502,50,0,42,0,0,119,85
G41003900029031,41,39,2903,1,1098,0,10,67,0,9,109,17
G41003900029032,41,39,2903,2,1093,0,30,0,0,0,116,145
G41003900029041,41,39,2904,1,653,42,0,47,0,0,0,49
G41003900029042,41,39,2904,2,1185,67,0,111,0,0,0,18
G41003900029043,41,39,2904,3,1050,13,0,122,0,0,11,14
G41003900030001,41,39,3000,1,639,0,0,0,0,0,0,0
G41003900030002,41,39,3000,2,1736,16,0,11,0,0,14,44
G41003900030003,41,39,3000,3,1432,0,0,34,0,0,166,15
G41003900031011,41,39,3101,1,1753,0,0,91,0,0,159,0
G41003900031012,41,39,3101,2,886,0,60,0,0,0,349,90
G41003900031013,41,39,3101,3,2183,0,23,64,0,0,50,7
G41003900031021,41,39,3102,1,851,0,0,27,0,0,1,0
G41003900031022,41,39,3102,2,1217,63,42,0,7,0,189,85
G41003900031023,41,39,3102,3,1589,22,38,360,0,34,77,107
G41003900031024,41,39,3102,4,1649,39,0,589,0,0,59,53
G41003900032011,41,39,3201,1,620,12,32,7,0,0,27,191
G41003900032012,41,39,3201,2,1639,8,0,49,4,0,66,132
G41003900032021,41,39,3202,1,1264,0,53,81,0,24,25,66
G41003900032022,41,39,3202,2,989,0,0,0,0,0,107,0
G41003900032023,41,39,3202,3,932,38,0,0,0,0,8,120
G41003900033011,41,39,3301,1,1246,17,0,2,0,0,105,57
G41003900033012,41,39,3301,2,551,0,0,12,0,0,36,57
G41003900033013,41,39,3301,3,967,12,4,0,0,0,171,98
G41003900033021,41,39,3302,1,787,0,0,16,0,0,22,0
G41003900033022,41,39,3302,2,693,0,85,14,13,0,99,0
G41003900033023,41,39,3302,3,970,0,44,0,0,0,49,76
G41003900034001,41,39,3400,1,891,10,0,0,0,0,23,73
G41003900034002,41,39,3400,2,769,24,5,13,0,0,47,268
G41003900034003,41,39,3400,3,1217,0,6,30,0,0,16,31
G41003900034004,41,39,3400,4,658,0,0,58,0,0,32,91
G41003900035001,41,39,3500,1,635,0,0,0,0,0,48,0
G41003900035002,41,39,3500,2,1147,0,33,26,0,0,139,18
G41003900035003,41,39,3500,3,812,0,19,0,0,0,37,46
G41003900035004,41,39,3500,4,953,0,0,18,0,0,81,70
G41003900036001,41,39,3600,1,778,0,0,22,0,0,29,103
G41003900036002,41,39,3600,2,756,0,0,101,0,0,40,13
G41003900036003,41,39,3600,3,1374,18,0,43,0,8,75,0
G41003900037001,41,39,3700,1,2264,33,17,155,8,0,113,74
G41003900037002,41,39,3700,2,1344,89,0,169,4,0,76,85
G41003900038001,41,39,3800,1,865,41,14,172,0,0,79,7
G41003900038002,41,39,3800,2,475,0,0,20,1,0,54,0
G41003900038003,41,39,3800,3,873,57,0,51,0,0,11,111
G41003900038004,41,39,3800,4,1613,0,0,191,0,0,85,55
G41003900038005,41,39,3800,5,1449,6,0,176,0,0,91,0
G41003900039001,41,39,3900,1,888,36,2,3,0,0,130,25
G41003900039002,41,39,3900,2,661,5,40,54,0,0,76,6
G41003900039003,41,39,3900,3,625,20,13,16,0,0,8,8
G41003900040001,41,39,4000,1,634,19,0,9,0,0,33,45
G41003900040002,41,39,4000,2,449,0,0,0,0,0,6,24
G41003900040003,41,39,4000,3,901,85,0,0,0,0,72,282
G41003900041001,41,39,4100,1,794,0,27,69,0,0,15,11
G41003900041002,41,39,4100,2,967,2,42,20,0,0,44,37
G41003900041003,41,39,4100,3,777,4,0,45,0,0,10,69
G41003900041004,41,39,4100,4,795,0,0,0,0,0,12,10
G41003900042001,41,39,4200,1,1036,52,12,0,0,0,92,20
G41003900042002,41,39,4200,2,1063,8,0,7,0,0,83,73
G41003900042003,41,39,4200,3,765,0,25,31,0,0,64,155
G41003900043001,41,39,4300,1,1574,0,0,0,18,0,104,197
G41003900043002,41,39,4300,2,1207,10,24,50,0,0,123,52
G41003900043003,41,39,4300,3,1417,0,0,20,0,0,32,118
G41003900043004,41,39,4300,4,1408,26,0,44,0,0,63,498
G41003900044011,41,39,4401,1,1551,185,0,99,0,0,57,16
G41003900044012,41,39,4401,2,1126,0,0,47,0,0,0,181
G41003900044013,41,39,4401,3,478,26,0,21,0,0,12,0
G41003900044014,41,39,4401,4,975,216,0,0,0,0,8,8
G41003900044031,41,39,4403,1,694,0,120,77,48,0,57,69
G41003900044032,41,39,4403,2,1016,0,0,63,0,0,100,0
G41003900044033,41,39,4403,3,555,0,15,11,0,0,48,16
G41003900044034,41,39,4403,4,1012,103,0,50,0,0,61,93
G41003900044041,41,39,4404,1,664,0,8,75,0,0,14,10
G41003900044042,41,39,4404,2,1150,0,0,0,0,15,0,8
G41003900044043,41,39,4404,3,974,0,19,31,0,0,28,21
G41003900044051,41,39,4405,1,1863,0,0,79,0,0,14,92
G41003900044052,41,39,4405,2,1355,0,11,97,0,0,65,24
G41003900044053,41,39,4405,3,1080,9,10,157,0,0,1,14
G41003900045011,41,39,4501,1,893,0,0,74,0,0,41,25
G41003900045012,41,39,4501,2,697,0,15,18,0,10,26,16
G41003900045013,41,39,4501,3,530,0,35,31,0,6,69,189
G41003900045021,41,39,4502,1,377,0,0,11,0,0,21,154
G41003900045022,41,39,4502,2,804,30,18,0,0,0,18,27
G41003900045023,41,39,4502,3,1500,24,0,50,0,0,70,176
G41003900046001,41,39,4600,1,804,0,0,0,0,0,63,48
G41003900046002,41,39,4600,2,805,8,0,0,0,0,83,21
G41003900046003,41,39,4600,3,581,0,0,0,0,0,117,0
G41003900047001,41,39,4700,1,758,9,0,85,0,0,18,16
G41003900047002,41,39,4700,2,798,0,0,46,0,0,20,0
G41003900047003,41,39,4700,3,895,50,0,10,0,0,17,17
G41003900047004,41,39,4700,4,881,0,0,25,0,0,12,16
G41003900048001,41,39,4800,1,1549,7,0,160,24,0,0,15
G41003900048002,41,39,4800,2,1198,152,10,44,0,12,38,33
G41003900048003,41,39,4800,3,1373,0,36,196,0,0,112,115
G41003900049001,41,39,4900,1,1176,7,0,26,0,0,57,30
G41003900049002,41,39,4900,2,1285,82,0,243,0,0,57,98
G41003900049003,41,39,4900,3,913,14,0,25,0,0,67,0
G41003900050001,41,39,5000,1,930,0,0,68,0,0,47,0
G41003900050002,41,39,5000,2,1005,0,0,29,0,0,78,98
G41003900050003,41,39,5000,3,1318,0,0,83,0,0,23,55
G41003900050004,41,39,5000,4,1172,0,0,32,0,0,23,17
G41003900051001,41,39,5100,1,1527,15,9,75,5,13,0,0
G41003900051002,41,39,5100,2,1460,13,0,71,0,0,188,9
G41003900052001,41,39,5200,1,636,0,0,0,0,0,29,11
G41003900052002,41,39,5200,2,1010,0,0,61,0,65,23,61
G41003900053001,41,39,5300,1,693,0,0,8,0,88,0,0
G41003900053002,41,39,5300,2,1332,0,0,33,0,0,155,119
G41003900054001,41,39,5400,1,1098,47,0,105,0,0,19,58
G41003900054002,41,39,5400,2,786,0,0,37,0,0,49,23
G41003900054003,41,39,5400,3,1538,28,40,71,0,0,45,13
G41003900054004,41,39,5400,4,1120,0,0,13,0,0,0,31
G41003909900000,41,39,990000,0,0,0,0,0,0,0,0,0
G41004109501001,41,41,950100,1,2029,0,42,0,0,0,19,18
G41004109501002,41,41,950100,2,1093,0,9,27,0,0,0,13
G41004109503031,41,41,950303,1,964,0,0,120,0,0,0,29
G41004109503032,41,41,950303,2,259,0,4,0,0,0,0,14
G41004109503041,41,41,950304,1,1046,0,41,0,6,0,68,143
G41004109503042,41,41,950304,2,579,8,27,0,0,0,0,28
G41004109503043,41,41,950304,3,638,0,10,33,0,0,37,7
G41004109504001,41,41,950400,1,2242,0,82,11,0,0,116,16
G41004109504002,41,41,950400,2,1234,0,0,16,5,0,50,427
G41004109506011,41,41,950601,1,412,2,0,0,0,0,0,0
G41004109506012,41,41,950601,2,779,0,0,23,0,0,14,11
G41004109506013,41,41,950601,3,941,0,35,112,0,0,94,0
G41004109506021,41,41,950602,1,618,0,27,0,44,0,27,0
G41004109506022,41,41,950602,2,1340,0,11,0,0,0,24,74
G41004109508001,41,41,950800,1,1355,10,37,0,0,0,11,63
G41004109508002,41,41,950800,2,1611,0,43,12,0,111,52,323
G41004109509001,41,41,950900,1,466,0,12,0,0,0,44,55
G41004109509002,41,41,950900,2,562,0,10,0,120,0,22,19
G41004109509003,41,41,950900,3,764,0,0,61,0,0,90,94
G41004109509004,41,41,950900,4,764,0,12,0,29,0,97,34
G41004109510001,41,41,951000,1,592,20,22,15,0,0,15,0
G41004109510002,41,41,951000,2,1005,29,34,14,0,0,43,92
G41004109511001,41,41,951100,1,601,0,0,5,0,0,31,93
G41004109511002,41,41,951100,2,749,0,16,10,12,0,33,104
G41004109512001,41,41,951200,1,930,11,0,7,0,0,0,29
G41004109512002,41,41,951200,2,616,0,8,5,0,0,0,0
G41004109513001,41,41,951300,1,1052,0,14,0,0,0,12,13
G41004109513002,41,41,951300,2,1253,0,21,0,0,0,45,14
G41004109514001,41,41,951400,1,1041,0,0,0,0,0,17,5
G41004109514002,41,41,951400,2,1433,0,0,0,0,0,118,72
G41004109515001,41,41,951500,1,1045,0,0,0,0,0,0,0
G41004109515002,41,41,951500,2,901,0,20,0,0,0,8,0
G41004109516001,41,41,951600,1,1207,0,33,11,0,0,56,97
G41004109516002,41,41,951600,2,1058,0,11,36,29,0,18,20
G41004109516003,41,41,951600,3,723,9,4,0,0,0,0,1
G41004109517001,41,41,951700,1,1887,27,0,57,14,0,104,47
G41004109518001,41,41,951800,1,598,0,18,16,0,0,0,0
G41004109518002,41,41,951800,2,1117,14,240,24,0,0,135,14
G41004109518003,41,41,951800,3,1124,15,200,2,0,0,131,6
G41004109901000,41,41,990100,0,0,0,0,0,0,0,0,0
G41004300201001,41,43,20100,1,3648,0,33,189,0,0,17,178
G41004300201002,41,43,20100,2,1232,0,0,0,0,0,32,302
G41004300201003,41,43,20100,3,898,0,51,0,0,0,0,0
G41004300201004,41,43,20100,4,1917,0,10,10,0,16,27,140
G41004300202001,41,43,20200,1,1641,0,20,34,0,0,29,48
G41004300203001,41,43,20300,1,623,32,0,14,0,0,0,0
G41004300203002,41,43,20300,2,682,0,0,0,0,0,0,0
G41004300203003,41,43,20300,3,813,0,0,12,0,0,61,17
G41004300203004,41,43,20300,4,768,0,0,0,0,0,8,248
G41004300203005,41,43,20300,5,2962,0,11,0,0,0,195,108
G41004300204001,41,43,20400,1,610,0,22,23,0,0,18,126
G41004300204002,41,43,20400,2,888,0,18,0,0,0,27,41
G41004300204003,41,43,20400,3,835,42,78,0,0,0,28,129
G41004300204004,41,43,20400,4,639,0,19,0,0,0,10,227
G41004300205001,41,43,20500,1,1259,0,10,42,0,0,26,380
G41004300205002,41,43,20500,2,1976,0,9,36,0,10,41,132
G41004300206001,41,43,20600,1,1867,29,23,20,0,0,33,293
G41004300206002,41,43,20600,2,1379,0,0,0,0,0,4,259
G41004300206003,41,43,20600,3,1958,60,56,114,0,0,12,215
G41004300206004,41,43,20600,4,739,0,0,0,0,0,0,18
G41004300206005,41,43,20600,5,1195,35,49,27,0,0,123,36
G41004300207001,41,43,20700,1,1729,0,39,0,184,0,0,170
G41004300207002,41,43,20700,2,1761,21,20,130,0,0,59,28
G41004300207003,41,43,20700,3,1329,0,40,0,0,0,13,93
G41004300208011,41,43,20801,1,843,14,8,0,0,0,10,312
G41004300208012,41,43,20801,2,1120,0,0,0,0,0,210,44
G41004300208021,41,43,20802,1,888,0,0,0,0,0,58,122
G41004300208022,41,43,20802,2,990,0,28,56,12,0,81,439
G41004300208023,41,43,20802,3,1358,0,153,0,0,0,0,144
G41004300208024,41,43,20802,4,1175,55,10,0,0,0,18,220
G41004300301001,41,43,30100,1,1021,13,2,0,0,0,0,4
G41004300301002,41,43,30100,2,828,0,49,0,0,0,16,72
G41004300301003,41,43,30100,3,956,0,31,74,0,0,11,22
